INDICE DE USOS - AREA DE TRATAMIENTO NORMATIVO I
Zonas: RDM, RDA, VT, CV, CZ, CM, I-1, I-2, I-3, I-4
P=Permitido, H=Compatible/Habilitado

D 28 9 9 37 | FAB. DE PLATAFORMA GIRATORIAS DE VIAS DE FERROCARRIL | I-2=P I-3=P I-4=P
D 28 9 9 38 | FABRICA DE PORTICOS | I-2=P I-3=P
D 28 9 9 39 | FABRICA DE POTROS DE CONTENCION | I-2=P I-3=P
D 28 9 9 40 | FABRICA DE PRODUCTOS SIMILARES SIN ROSCA | I-2=P I-3=P
D 28 9 9 41 | FABRICA DE PUERTAS DE CAMARAS BLINDADAS | I-2=P I-3=P
D 28 9 9 42 | FABRICA DE REDES | I-2=P I-3=P
D 28 9 9 43 | FABRICA DE REJILLAS | I-2=P I-3=P
D 28 9 9 44 | FABRICA DE REMACHES | I-1=P I-2=P I-3=P
D 28 9 9 45 | FABRICA DE SARTENES | I-2=P I-3=P
D 28 9 9 46 | FABRICA DE TACHUELAS | I-2=P I-3=P
D 28 9 9 47 | FABRICA DE TAMBORES (PARA TRANSP. DE MERCANCIA) | I-2=P I-3=P
D 28 9 9 48 | FABRICA DE TARROS | I-2=P I-3=P
D 28 9 9 49 | FABRICA DE TELAS DE ALAMBRE | I-2=P I-3=P
D 28 9 9 50 | FABRICA DE TORNILLOS | I-2=P I-3=P
D 28 9 9 51 | FABRICA DE TRENZAS | I-2=P I-3=P
D 28 9 9 52 | FABRICA DE TUBOS FLEXIBLES | I-2=P I-3=P
D 28 9 9 53 | FABRICA DE TUERCAS | I-2=P I-3=P
D 28 9 9 54 | FABRICA DE VAJILLAS DE MESA DE METAL | I-2=P I-3=P
D 28 9 9 55 | ARTESANIAS METALICAS | VT=H I-1=P I-2=P I-3=P
D 28 9 9 56 | HOJALATERIAS | VT=H I-2=P I-3=P
D 28 9 9 57 | FABRICA DE ARTICULOS DIVERSOS DE METAL | I-2=P I-3=P
D 28 9 9 58 | FABRICACION DE OLLAS | I-2=P I-3=P
D 29 1 1 01 | FAB. DE MOTORES DE COMBUSTION INTERNA EXCEPTO DE VEHICULOS A | I-2=P I-3=P I-4=P
D 29 1 1 02 | FABRICA DE TURBINAS DE GAS | I-2=P I-3=P I-4=P
D 29 1 1 03 | FAB. DE TURBOCALDERAS, MOTORES ESTACIONARIOS DE VAPOR | I-2=P I-3=P I-4=P
D 29 1 1 04 | FABRICA DE VALVULAS | I-2=P I-3=P I-4=P
D 29 1 1 05 | FAB.DE TURBINAS DE VAPOR DE AGUA Y OTRO TIPO VAPOR | I-2=P I-3=P I-4=P
D 29 1 1 06 | FAB. DE TURBINAS Y RUEDAS HIDRAULICAS Y MAQUINARIA PARA REGU | I-2=P I-3=P I-4=P
D 29 1 1 07 | REPARACION DE MOTORES Y TURBINAS | I-2=P I-3=P I-4=P
D 29 1 1 08 | MOTORES FUERA DE BORDA | I-2=P I-3=P I-4=P
D 29 1 1 09 | MOTORES MARINOS | I-2=P I-3=P I-4=P
D 29 1 2 01 | FABRICA DE BOMBAS DE AIRE Y DE VACIO | I-1=P I-2=P I-3=P
D 29 1 2 02 | FABRICA DE BOMBAS PARA IMPELER HORMIGON Y OTRAS BOMBAS | I-2=P I-3=P
D 29 1 2 03 | FABRICA DE BOMBAS PARA MOTORES DE COMBUSTION INTERNA DE EMBO | I-2=P I-3=P
D 29 1 2 04 | FABRICA DE BOMBAS PARA LIQUIDOS TENGAN O NO DISPOSITIVOS DE  | I-2=P I-3=P
D 29 1 2 05 | FABRICA DE COMPRESORAS DE AIRE | I-1=P I-2=P I-3=P
D 29 1 2 06 | FABRICA DE COMPRESORAS DE GAS | I-1=P I-2=P I-3=P
D 29 1 2 07 | FABRICA DE GRIFOS | I-1=P I-2=P I-3=P
D 29 1 2 08 | FABRICA DE LLAVES DE PASO | I-1=P I-2=P I-3=P
D 29 1 2 09 | FABRICA DE MAQUINAS Y MOTORES HIDRAULICOS | I-1=P I-2=P I-3=P
D 29 1 2 10 | FABRICA DE VALVULAS REGULADOS TERMOSTATICAMENTE | I-1=P I-2=P I-3=P
D 29 1 2 11 | FABRICA DE VALVULAS REDUCTORAS DE PRESION | I-1=P I-2=P I-3=P
D 29 1 2 12 | FABRICA DE VALVULAS Y ACCESORIOS SIMILARES PARA TUBOS, CALDE | I-1=P I-2=P I-3=P
D 29 1 2 13 | REPARACION DE BOMBAS, COMPRENSORAS, GRIFOS Y VALVULAS | I-1=P I-2=P I-3=P
D 29 1 3 01 | FABRICA DE ACOPLAMIENTO DE ARBOLES | I-1=P I-2=P I-3=P
D 29 1 3 02 | FABRICA DE AGUJAS | I-1=P I-2=P I-3=P
D 29 1 3 03 | FABRICA DE ANILLOS DE RODADURA | I-1=P I-2=P I-3=P
D 29 1 3 04 | FABRICA DE ANILLOS DE SUJECION | I-1=P I-2=P I-3=P
D 29 1 3 05 | FABRICA DE ARBOLES DE TRANSMISION | I-1=P I-2=P I-3=P
D 29 1 3 06 | FABRICA DE ARBOLES DE LEVAS | I-1=P I-2=P I-3=P
D 29 1 3 07 | FABRICA DE BOLAS | I-1=P I-2=P I-3=P
D 29 1 3 08 | FABRICA DE CADENAS DE ESLABONES ARTICULADO | I-1=P I-2=P I-3=P
D 29 1 3 09 | FABRICA DE CAJAS DE COJINETES | I-1=P I-2=P I-3=P
D 29 1 3 10 | FABRICA DE CIGUEÑALES | I-1=P I-2=P I-3=P
D 29 1 3 11 | FAB. DE COJINETES BOLA Y DE RODILLO Y OTRAS PARTES | I-1=P I-2=P I-3=P
D 29 1 3 12 | FABRICA DE COJINETES SIMPLES PARA EJES | I-1=P I-2=P I-3=P
D 29 1 3 13 | FABRICA DE CHUMACERAS | I-1=P I-2=P I-3=P
D 29 1 3 14 | FAB. DE EMBRAGUES, AUTOMATICOS Y DE AIRE COMPRIMIDO | I-1=P I-2=P I-3=P
D 29 1 3 15 | FABRICA DE ENGRANAJES | I-1=P I-2=P I-3=P
D 29 1 3 16 | FABRICA DE EQUIPO MECANICO PARA TRANSMISION DE FUERZA MOTRIZ | I-1=P I-2=P I-3=P
D 29 1 3 17 | FABRICA DE MANIVELAS | I-1=P I-2=P I-3=P
D 29 1 3 18 | FABRICA DE RODILLOS | I-1=P I-2=P I-3=P
D 29 1 3 19 | FABRICA DE RUEDAS DE FRICCION | I-1=P I-2=P I-3=P
D 29 1 3 20 | FABRICA DE TRENES DE ENGRANAJE | I-1=P I-2=P I-3=P
D 29 1 3 21 | FABRICA DE VOLANTES | I-1=P I-2=P I-3=P
D 29 1 4 01 | FABRICA DE QUEMADORES DE COMBUSTIBLES | I-1=P I-2=P I-3=P
D 29 1 4 02 | FABRICA DE CARGADORES MECANICOS | I-1=P I-2=P I-3=P
D 29 1 4 03 | FABRICA DE DESCARGADORES MECANICOS DE CENIZAS | I-1=P I-2=P I-3=P
D 29 1 4 04 | FAB. DE EQ. INDUSTRIAL Y DE LABORATORIO PARA CALENTAR POR IN | I-1=P I-2=P I-3=P
D 29 1 4 05 | FABRICA DE HORNOS NO ELECTRICOS | I-1=P I-2=P I-3=P
D 29 1 4 06 | FABRICA DE HORNOS ELECTRICOS | I-1=P I-2=P I-3=P
D 29 1 4 07 | FABRICA DE INCINERADORES | I-1=P I-2=P I-3=P
D 29 1 4 08 | FABRICA DE PARRILLAS MECANICAS | I-1=P I-2=P I-3=P
D 29 1 4 09 | REPARACION DE HORNOS, HOGARES Y QUEMADORES | I-1=P I-2=P I-3=P
D 29 1 5 01 | FABRICA DE ASCENSORES | I-2=P I-3=P
D 29 1 5 02 | FABRICA DE BASTIDORES ELEVADORES MOVILES | I-2=P I-3=P
D 29 1 5 03 | FABRICA DE CAMIONES DE PORTICO ALTO | I-2=P I-3=P
D 29 1 5 04 | FABRICA DE CARRETILLAS DE FAENA | I-2=P I-3=P
D 29 1 5 05 | FABRICA DE CINTAS TRANSPORTADORAS Y TELESFERICOS | I-2=P I-3=P
D 29 1 5 06 | FABRICA DE COBRIAS Y COBRESTANTES Y GATOS | I-2=P I-3=P
D 29 1 5 07 | FABRICA DE ELEVADORES DE LIQUIDOS | I-2=P I-3=P
D 29 1 5 08 | FABRICA DE GRUAS CORRIENTES, GRUAS DE BRAZO MOVIL | I-2=P I-3=P
D 29 1 5 09 | FABRICA DE GRUAS DE CABLE | I-2=P I-3=P
D 29 1 5 10 | FABRICA DE MAQUINARIA ACCION CONTINUA E INTERMITENTE | I-2=P I-3=P
D 29 1 5 11 | FABRICA DE MAQUINARIA SENCILLA Y COMPLEJA | I-2=P I-3=P
D 29 1 5 12 | FABRICA DE MAQUINAS ESTACIONARIAS | I-2=P I-3=P
D 29 1 5 13 | FABRICA DE MAQUINAS MONTADAS PERMAN. EN BASTIDORES CON RUEDA | I-2=P I-3=P
D 29 1 5 14 | FABRICA DE MAQUINAS MOVILES | I-2=P I-3=P
D 29 1 5 15 | FAB. DE MAQ. PARA MOVER FISICAMENTE MATERIAL, MERCANCIA Y PE | I-2=P I-3=P
D 29 1 5 16 | FABRICA DE MONTACARGAS | I-2=P I-3=P
D 29 1 5 17 | FABRICA DE PARTES EQUIPO DE ELEVACION Y MANIPULACION: EJM: C | I-2=P I-3=P
D 29 1 5 18 | FABRICA DE POLIPASTOS Y ELEVADORES | I-2=P I-3=P
D 29 1 5 19 | REPARACION DE EQUIPO DE ELEVACION Y MANIPULACION | I-2=P I-3=P
D 29 1 9 01 | FABRICA DE BASCULAS Y BALANZAS (DIFERENTE A LAS DE PRECISION | I-1=P I-2=P I-3=P
D 29 1 9 02 | FAB. DE CAMPANAS DE VENTILACION PARA USO COMERCIAL, INDUSTRI | I-1=P I-2=P I-3=P
D 29 1 9 03 | FAB. DE APARATOS DE FILTRACION Y DEPURACION PARA LIQUIDOS Y  | I-2=P I-3=P
D 29 1 9 04 | FABRICA DE APARATOS DE ACONDICIONAMIENTO DE AIRE | I-1=P I-2=P I-3=P
D 29 1 9 05 | FABRICA DE BALANZAS DE USO DOMESTICO Y COMERCIAL | I-1=P I-2=P I-3=P
D 29 1 9 06 | FABRICA DE BALANZAS DE PLATAFORMA PORTATIL Y MOVIL | I-2=P I-3=P
D 29 1 9 07 | FABRICA DE BALANZAS EQUIPADAS CON CALCULADORAS | I-1=P I-2=P I-3=P
D 29 1 9 08 | FAB. DE BALANZAS PARA LA PESADA CONTINUA DE SOLIDOS Y LIQUID | I-2=P I-3=P
D 29 1 9 09 | FABRICA DE BALANZAS PARA VEHICULOS | I-1=P I-2=P I-3=P
D 29 1 9 10 | FAB. DE CALANDRIAS Y OTRAS MAQUINAS DE LAMINADO | I-2=P I-3=P
D 29 1 9 11 | FABRICA DE CENTRIFUGADORAS DISTINTA A LAS SECADORAS DE ROPA | I-2=P I-3=P
D 29 1 9 12 | FABRICA DE CONGELADORES DE USO COMERCIAL | I-2=P I-3=P
D 29 1 9 13 | FAB. DE EQUIPO PARA IMPELER, ESPARCIR ASPERJAR LIQUIDOS O PO | I-2=P I-3=P
D 29 1 9 14 | FABRICA DE EXTINGUIDORES | I-2=P I-3=P
D 29 1 9 15 | FABRICA DE JUNTAS Y PIEZAS DE EMPALME | I-1=P I-2=P I-3=P
D 29 1 9 16 | FABRICA DE MAQUINAS PARA EMPAQUETAR Y ENVOLVER | I-1=P I-2=P I-3=P
D 29 1 9 17 | FABRICA DE MAQUINAS DE LIMPIEZA A VAPOR | I-1=P I-2=P I-3=P
D 29 1 9 18 | FABRICA DE MAQUINAS PARA LIMPIAR Y SECAR BOTELLAS | I-1=P I-2=P I-3=P
D 29 1 9 19 | FABRICA DE MAQINARIA PARA LICUAR AIRE Y GAS | I-2=P I-3=P
D 29 1 9 20 | FABRICA DE GASOGENOS DE GAS POBRE, GAS DE AGUA Y ACETILENO | I-3=P
D 29 1 9 21 | FABRICA DE MAQUINAS PARA ETIQUETAR RECIPIENTES | I-1=P I-2=P I-3=P
D 29 1 9 22 | FABRICA DE PISTOLAS ASPERSORAS | I-1=P I-2=P I-3=P
D 29 1 9 23 | FABRICA DE VENTILADORES DE USO INDUSTRIAL | I-1=P I-2=P I-3=P
D 29 1 9 24 | FABRICA DE VITRINAS REFRIGERADAS | I-1=P I-2=P I-3=P
D 29 1 9 25 | FABRICA DE MAQUINARIAS DIVERSAS | I-1=P I-2=P I-3=P
D 29 1 9 26 | REPARACIONES DE OTROS TIPO DE MAQUINARIAS DE USO GENERAL | I-2=P I-3=P I-4=P
D 29 2 1 01 | FABRICA DE MAQ. ACLARADORAS | I-2=P I-3=P
D 29 2 1 02 | FABRICA DE MAQ. ASPERSORAS DE USO AGRICOLA | I-2=P I-3=P
D 29 2 1 03 | FABRICA DE MAQ. AUTOPROPULSADA | I-2=P I-3=P
D 29 2 1 04 | FABRICA DE MAQ. BINADORAS | I-2=P I-3=P
D 29 2 1 05 | FABRICA DE MAQ. CON TRACCION ANIMAL | I-2=P I-3=P
D 29 2 1 06 | FABRICA DE MAQ. CORTADORAS DE CESPED O DE HENO | I-2=P I-3=P
D 29 2 1 07 | FABRICA DE MAQ. COSECHADORAS | I-2=P I-3=P I-4=P
D 29 2 1 08 | FABRICA DE MAQ. ARRASTRE POR TRACTOR Y DE TRACCION ANIMAL | I-2=P I-3=P
D 29 2 1 09 | FABRICA DE MAQ. DESBROZADORAS | I-2=P I-3=P
D 29 2 1 10 | FABRICA DE MAQ. ENFARDADORAS | I-2=P I-3=P
D 29 2 1 11 | FABRICA DE MAQ. ESPARCIDORAS DE ESTIERCOL | I-2=P I-3=P
D 29 2 1 12 | FABRICA DE MAQ. ORDEÑADORAS | I-2=P I-3=P
D 29 2 1 13 | FABRICA DE MAQ. PARA LIMPIAR, SELECCIONAR HUEVOS, FRUTAS ETC | I-2=P I-3=P
D 29 2 1 14 | FABRICA DE MAQ. SEGADORAS - TRILLADORA | I-2=P I-3=P
D 29 2 1 15 | FABRICA DE MAQ. SEMBRADORAS | I-2=P I-3=P
D 29 2 1 16 | FAB. DE REMOLQUES O SEMIRREMOLQUES DE CARGA O DESCARGA AUTOM | I-2=P I-3=P
D 29 2 1 17 | FABRICA DE TRACTORES DE MANEJO A PIE | I-2=P I-3=P
D 29 2 1 18 | FABRICA DE TRACTORES EQUIPADOS CON CABRESTANTES | I-2=P I-3=P
D 29 2 1 19 | FABRICA DE OTRAS MAQUINAS DE USO AGRICOLA | I-2=P I-3=P I-4=P
D 29 2 2 01 | FABRICA DE BANCOS DE TREFILAR | I-2=P I-3=P
D 29 2 2 02 | FABRICA DE SIERRAS DE CADENA | I-2=P I-3=P
D 29 2 2 03 | FABRICA DE CIZALLAS MECANICAS | I-2=P I-3=P
D 29 2 2 04 | FABRICA DE CORTADORAS DE LAMINAS DE METAL | I-2=P I-3=P
D 29 2 2 05 | FABRICA DE CORTADORAS EN TIRAS | I-2=P I-3=P
D 29 2 2 06 | FABRICA DE HERRAMIENTAS DE MANO CON MOTOR | I-2=P I-3=P
D 29 2 2 07 | FABRICA DE LIMADORAS | I-2=P I-3=P
D 29 2 2 08 | FABRICA DE MAQUINARIA PARA ESTAMPAR O PRENSAR | I-2=P I-3=P
D 29 2 2 09 | FABRICA DE MAQUINAS DE FORJAR | I-2=P I-3=P
D 29 2 2 10 | FABRICA DE MAQUINAS ELECTRICAS O DE GAS PARA SOLDADURA AUTOG | I-2=P I-3=P
D 29 2 2 11 | FABRICA DE MAQ. ELECTRICA O DE GAS PARA SOLDADURA DURA O BLA | I-2=P I-3=P
D 29 2 2 12 | FABRICA DE MAQUINAS EQUIPADAS CON ESCOBILLAS DE ALAMBRE | I-2=P I-3=P
D 29 2 2 13 | FAB. DE MAQUINAS HERRAMIENTAS PARA TORNEAR Y PERFORAR | I-2=P I-3=P
D 29 2 2 14 | FAB. DE MAQUINAS HERRAM. PARA TRABAJAR. MATERIAL MEDIANTE RA | I-2=P I-3=P
D 29 2 2 15 | FAB.DE MAQ. HERRAMIENTA PARA TRABAJAR METALES, MADERA,ETC | I-2=P I-3=P
D 29 2 2 16 | FABRICA DE MAQUINAS MACHACADORAS | I-2=P I-3=P
D 29 2 2 17 | FABRICA DE MAQUINAS PARA ENCOLAR | I-2=P I-3=P
D 29 2 2 18 | FABRICA DE MAQUINAS PARA TRABAJAR ALAMBRE | I-2=P I-3=P
D 29 2 2 19 | FABRICA DE MAQUINAS PARA ENGRAMPAR | I-2=P I-3=P
D 29 2 2 20 | FABRICA DE MAQUINAS PARA CLAVAR | I-2=P I-3=P
D 29 2 2 21 | FABRICA DE MAQUINAS PUNZADORAS | I-2=P I-3=P
D 29 2 2 22 | FABRICA DE MAQUINAS QUE UTILIZAN RAYOS LASER | I-2=P I-3=P
D 29 2 2 23 | FABRICA DE MARTILLOS MECANICOS | I-3=P I-4=P
D 29 2 2 24 | FABRICA DE MARTINETES | I-2=P I-3=P
D 29 2 2 25 | FAB. DE PARTES Y ACCESORIOS DE LAS MAQUINAS HERRAMIENTAS | I-2=P I-3=P
D 29 2 2 26 | FABRICA DE PRENSA A PEDAL | I-2=P I-3=P
D 29 2 2 27 | FABRICA DE PRENSAS PARA TABLEROS DE PARTICULAS | I-2=P I-3=P
D 29 2 2 28 | FABRICA DE PRENSAS HIDRAULICAS | I-2=P I-3=P
D 29 2 2 29 | FABRICA DE REMACHADORAS | I-2=P I-3=P
D 29 2 2 30 | FABRICA DE TALADROS ROTATORIOS O DE PERCUSION | I-2=P I-3=P
D 29 2 2 31 | REPARACIONES DE MAQUINAS HERRAMIENTA | I-2=P I-3=P
D 29 2 3 01 | FABRICA DE CALDEROS DE COLADA | I-3=P
D 29 2 3 02 | FABRICA DE CONVERTIDORES | I-3=P
D 29 2 3 03 | FABRICA DE LINGOTERAS | I-3=P
D 29 2 3 04 | FABRICA DE MAQUINAS FUNDIDORAS DE METAL | I-3=P
D 29 2 3 05 | FABRICA DE MAQUINAS LAMINADORAS DE METAL | I-3=P
D 29 2 3 06 | REPARACIONES DE MAQUINARIA METALURGICA | I-3=P
D 29 2 4 01 | FABRICA DE ALISADORAS | I-3=P
D 29 2 4 02 | FABRICA DE APISONADORAS | I-3=P
D 29 2 4 03 | FABRICA DE APLANADORAS | I-3=P
D 29 2 4 04 | FABRICA DE CARGADORAS DE CUCHARON | I-3=P
D 29 2 4 05 | FABRICA DE COMPACTADORAS | I-3=P
D 29 2 4 06 | FABRICA DE EQUIPO DE CINTAS TRANSPORTADORA | I-3=P
D 29 2 4 07 | FABRICA DE ESPARCIDORAS DE ASFALTO | I-3=P
D 29 2 4 08 | FABRICA DE ESTRIADORAS | I-3=P
D 29 2 4 09 | FABRICA DE EXCAVADORAS | I-3=P
D 29 2 4 10 | FABRICA DE ESCAQUEADORAS | I-3=P
D 29 2 4 11 | FABRICA DE EXPLANADORAS | I-3=P
D 29 2 4 12 | FABRICA DE EXTRUSORAS | I-3=P
D 29 2 4 13 | FABRICA DE MAQUINARIA PARA EL TRATAMIENTO DE MINERALES | I-3=P
D 29 2 4 14 | FABRICA DE MAQUINAS DE MOLDEAMIENTO | I-3=P
D 29 2 4 15 | FABRICA DE MAQUINAS ESPARCIDORAS DE HORMIGON | I-3=P
D 29 2 4 16 | FABRICA DE MAQUINAS PARA HINCAR | I-3=P
D 29 2 4 17 | FABRICA DE MAQUINAS PARA ARRANCAR PILOTES | I-3=P
D 29 2 4 18 | FABRICA DE MAQUINAS PERFORADORAS | I-3=P
D 29 2 4 19 | FABRICA DE MEZCLADORAS DE HORMIGON Y MORTERO | I-3=P
D 29 2 4 20 | FABRICA DE NIVELADORAS | I-3=P
D 29 2 4 21 | FABRICA DE PALAS ANGULARES | I-3=P
D 29 2 4 22 | FABRICA DE PALAS MECANICAS | I-3=P
D 29 2 4 23 | FABRICA DE PALAS PARA TOPADORAS CORRIENTES | I-3=P
D 29 2 4 24 | FABRICA DE TOPADORAS CORRIENTES Y DE PALA ANGULAR | I-3=P
D 29 2 4 25 | FAB.DE TRACTORES UTILIZADAS EN OBRAS DE CONTRUC. O EXPLOTACI | I-3=P
D 29 2 4 26 | FABRICA DE TRACTORES DE ORUGA | I-3=P
D 29 2 4 27 | FABRICA DE TRAILLAS | I-3=P
D 29 2 4 28 | REPARACIONES DE MAQ. PARA LA EXPLOT. DE MINAS, CANTERAS Y PA | I-3=P
D 29 2 5 01 | FABRICA DE ACEPILLADORAS | I-2=P I-3=P
D 29 2 5 02 | FABRICA DE CINTAS CRIBADORAS | I-2=P I-3=P
D 29 2 5 03 | FABRICA DE CRIBADORAS | I-2=P I-3=P
D 29 2 5 04 | FABRICA DE HORNOS NO ELECTRICOS DE PANADERIA | I-2=P I-3=P
D 29 2 5 05 | FABRICA DE MAQUINARIA PARA LA PREPARACION DE TABACO | I-2=P I-3=P
D 29 2 5 06 | FAB. MAQUINARIAS PARA LA EXTRACCION O PREPARACION DE GRASAS  | I-2=P I-3=P
D 29 2 5 07 | FABRICA DE MAQ. PARA LA VAPORIZACION, EBULLICION, DESHIDRATA | I-2=P I-3=P
D 29 2 5 08 | FABRICA DE MAQ. PARA DESPLUMAR AVES | I-2=P I-3=P
D 29 2 5 09 | FABRICA DE MAQ. PARA LA PREPARACION DE ALIMENTOS O BEBIDAS N | I-2=P I-3=P
D 29 2 5 10 | FABRICA DE MAQUINA PARA PRODUCIR AZUCAR | I-2=P I-3=P
D 29 2 5 11 | FABRICA DE MAQ. PARA LA ELABORACION DE CERVEZA | I-2=P I-3=P
D 29 2 5 12 | FAB.DE MAQ. PARA LA ELAB.DE CACAO, CHOCOLATE, CONFIT. | I-2=P I-3=P
D 29 2 5 13 | FABRICA DE MAQ. PARA LA ELABORACION DE CIGARRILLOS | I-2=P I-3=P
D 29 2 5 14 | FABRICA DE MAQUINAS AGRAMADORAS | I-2=P I-3=P
D 29 2 5 15 | FABRICA DE MAQUINAS ALIMENTADORAS | I-2=P I-3=P
D 29 2 5 16 | FABRICA DE MAQUINAS AVENTADORAS DE GRANOS | I-2=P I-3=P
D 29 2 5 17 | FABRICA DE MAQUINAS CORTADORAS | I-2=P I-3=P
D 29 2 5 18 | FABRICA DE MAQUINAS DEPURADORAS DE AFRECHO | I-2=P I-3=P
D 29 2 5 19 | FABRICA DE MAQUINAS DESCASCARILLADORAS DE ARROZ | I-2=P I-3=P
D 29 2 5 20 | FABRICA DE MAQUINAS DESCREMADORAS | I-2=P I-3=P
D 29 2 5 21 | FABRICA DE MAQUINAS FRACCIONADORAS Y MOLDEADORAS DE MASA | I-2=P I-3=P
D 29 2 5 22 | FAB. DE MAQUINAS HOMOGENIZADORAS Y PARA IRRADIAR LECHE | I-2=P I-3=P
D 29 2 5 23 | FABRICA DE MAQUINAS HOMOGENIZADORAS DE QUESO | I-2=P I-3=P
D 29 2 5 24 | FABRICA DE MAQUINAS MALAXADORAS | I-2=P I-3=P
D 29 2 5 25 | FABRICA DE MAQUINAS MANTEQUERAS | I-2=P I-3=P
D 29 2 5 26 | FABRICA DE MAQUINAS MEZCLADORAS | I-2=P I-3=P
D 29 2 5 27 | FAB. DE MAQ. MEZCLADORAS PARA LA ELAB.DE PAN, MACARRONES, ET | I-2=P I-3=P
D 29 2 5 28 | FABRICA DE MAQUINAS MOLDEADORAS | I-2=P I-3=P
D 29 2 5 29 | FABRICA DE MAQUINAS MOLDEADORAS DE QUESO | I-2=P I-3=P
D 29 2 5 30 | FABRICA DE MAQUINAS PARA EL CALENTAMIENTO O ENFRIAMIENTO DE  | I-2=P I-3=P
D 29 2 5 31 | FABRICA DE MAQUINAS PARA DEPOSITAR TORTAS | I-2=P I-3=P
D 29 2 5 32 | FABRICA DE MAQUINAS PARTIDORAS DE GUISANTE | I-2=P I-3=P
D 29 2 5 33 | FABRICA DE MAQUINAS PASTEURIZADORAS, CONDENSADORAS Y DE COCC | I-2=P I-3=P
D 29 2 5 34 | FABRICA DE MAQUINAS PRENSADORAS DE QUESO | I-2=P I-3=P
D 29 2 5 35 | FABRICA DE MAQUINAS TRITURADORAS | I-2=P I-3=P
D 29 2 5 36 | FAB. DE MAQUINAS PARA CORTAR, ASERRAR, PICAR CARNES | I-2=P I-3=P
D 29 2 5 37 | FABRICA DE PRENSADORAS PARA ELAB. DE SIDRA, JUGOS | I-2=P I-3=P
D 29 2 5 38 | FABRICA DE SEPARADORES ASPIRADORES | I-2=P I-3=P
D 29 2 5 39 | FABRICA DE SEPARADORES CICLONICOS | I-2=P I-3=P
D 29 2 5 40 | FAB.DE TRITURADORAS PARA ELABORACION DE VINOS, SIDRA, JUGOS, | I-2=P I-3=P
D 29 2 5 41 | REPARACIONES DE MAQUINARIA PARA LA ELABORACION DE ALIMENTOS | I-2=P I-3=P
D 29 2 6 01 | FABRICA DE EQUIPO AUXILIAR DE MAQUINAS TEXTILES | I-2=P I-3=P
D 29 2 6 02 | FABRICA DE MAQ. BATANES DE ALGODON | I-2=P I-3=P
D 29 2 6 03 | FABRICA DE MAQ. CARDADORAS DE LANA | I-2=P I-3=P
D 29 2 6 04 | FABRICA DE MAQ. DE CEPILLAR | I-2=P I-3=P
D 29 2 6 05 | FABRICA DE MAQ. DE PLANCHAR | I-2=P I-3=P
D 29 2 6 06 | FABRICA DE MAQ. DE COSER | I-2=P I-3=P
D 29 2 6 07 | FABRICA DE MAQ. DE BATANES DE MASO Y DE TAMBOR | I-2=P I-3=P
D 29 2 6 08 | FABRICA DE MAQ. DE GLASEAR Y GRANEAR CUERO | I-2=P I-3=P
D 29 2 6 09 | FABRICA DE MAQ. DEPILADORAS DE PIEL | I-2=P I-3=P
D 29 2 6 10 | FABRICA DE MAQ. DESCARNADORAS | I-2=P I-3=P
D 29 2 6 11 | FABRICA DE MAQ. DESENGRASADORAS Y CARBONIZADORAS DE LANA | I-2=P I-3=P
D 29 2 6 12 | FABRICA DE MAQ. DESMOTADORAS DE ALGODON | I-2=P I-3=P
D 29 2 6 13 | FABRICA DE MAQ. DEVANADORAS | I-2=P I-3=P
D 29 2 6 14 | FABRICA DE MAQ. TUNDIDORAS | I-2=P I-3=P
D 29 2 6 15 | FABRICA DE MAQ. MECHERAS | I-2=P I-3=P
D 29 2 6 16 | FABRICA DE MAQ. PARA LIMPIAR EN SECO | I-2=P I-3=P
D 29 2 6 17 | FABRICA DE MAQ. PARA LAVAR Y SECAR | I-2=P I-3=P
D 29 2 6 18 | FABRICA DE MAQ. PARA FABRICAR O REPARAR CALZADO, ARTICULOS D | I-2=P I-3=P
D 29 2 6 19 | FABRICA DE MAQ. PARA CURTIR PIEL O CUEROS | I-2=P I-3=P
D 29 2 6 20 | FABRICA DE MAQ. PARA LA MANUFACTURA O EL ACABADO DE FIELTRO | I-2=P I-3=P
D 29 2 6 21 | FABRICA DE MAQ. PARA CONFEC.DE SOMBREROS DE FIELTRO | I-2=P I-3=P
D 29 2 6 22 | FABRICA DE MAQ. PARA APLICAR LA PASTA AL TEJIDO | I-2=P I-3=P
D 29 2 6 23 | FABRICA DE MAQ. PARA PLEGAR, CORTAR O CALAR TELAS | I-2=P I-3=P
D 29 2 6 24 | FABRICA DE MAQ. PARA HACER TEJIDOS DE MALLAS, TULES, ETC. | I-2=P I-3=P
D 29 2 6 25 | FABRICA DE MAQ. PARA RETORCER JUNTOS DOS O MAS HILOS | I-2=P I-3=P
D 29 2 6 26 | FABRICA DE MAQ. PARA TRANSFORMAR LAS MECHAS EN HILOS | I-2=P I-3=P
D 29 2 6 27 | FABRICA DE MAQ. PARA BLANQUEAR | I-2=P I-3=P
D 29 2 6 28 | FABRICA DE MAQ. PARA LAVAR | I-2=P I-3=P
D 29 2 6 29 | FABRICA DE MAQ. PARA DESENROLLLAR TELAS | I-2=P I-3=P
D 29 2 6 30 | FABRICA DE MAQ. PARA TEÑIR | I-2=P I-3=P
D 29 2 6 31 | FABRICA DE MAQ. PARA ENROLLAR TELAS | I-2=P I-3=P
